,class,country,countrycode,dead_during_wave,population,si_integral_during_wave,t0_10_dead,tests_during_wave,wave,wave_end,wave_start,class_coarse,si_integral,last_dead_per_10k,last_tests_per_10k,si_response_time,c1_response_time,c2_response_time,c3_response_time,c4_response_time,c5_response_time,c6_response_time,c7_response_time,c8_response_time,h2_response_time,h3_response_time,testing_response_time_1,testing_response_time_10,testing_response_time_100,testing_response_time_1000
0,4.0,Aruba,ABW,45.0,106314.0,14586.725,2020-09-01,0.0,1.0,2020-11-22,2020-03-17,EPI_SECOND_WAVE,27435.510000000002,10.064525838553719,0.0,-156.0,-169.0,-156.0,-156.0,-156.0,,-156.0,-156.0,-168.0,,189.0,,,,
1,4.0,Aruba,ABW,62.0,106314.0,10461.12,2021-01-26,0.0,2.0,2021-07-01,2020-11-22,EPI_SECOND_WAVE,27435.510000000002,10.064525838553719,0.0,-156.0,-169.0,-156.0,-156.0,-156.0,,-156.0,-156.0,-168.0,,189.0,,,,
2,5.0,Afghanistan,AFG,1466.0,38041754.0,13709.214999999998,2020-04-07,0.0,1.0,2020-10-04,2020-02-24,EPI_THIRD_WAVE,20697.815000000002,1.3043562607549588,0.0,-10.0,-24.0,-14.0,-37.0,-2.0,-10.0,-13.0,5.0,488.0,133.0,133.0,,,,
3,5.0,Afghanistan,AFG,980.0,38041754.0,1898.5699999999995,2020-10-09,0.0,2.0,2021-03-04,2020-10-04,EPI_THIRD_WAVE,20697.815000000002,1.3043562607549588,0.0,-10.0,-24.0,-14.0,-37.0,-2.0,-10.0,-13.0,5.0,488.0,133.0,133.0,,,,
4,5.0,Afghanistan,AFG,0.0,38041754.0,5077.535,2021-03-14,0.0,3.0,2021-09-19,2021-03-04,EPI_THIRD_WAVE,20697.815000000002,1.3043562607549588,0.0,-10.0,-24.0,-14.0,-37.0,-2.0,-10.0,-13.0,5.0,488.0,133.0,133.0,,,,
5,3.0,Angola,AGO,511.0,31825295.0,24449.82,2020-06-24,0.0,1.0,2021-02-24,2020-03-21,EPI_SECOND_WAVE,32747.6,0.28279392225586597,0.0,-89.0,-92.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-96.0,119.0,,,,,
6,3.0,Angola,AGO,0.0,31825295.0,7989.405000000001,2021-03-03,0.0,2.0,2021-09-19,2021-02-24,EPI_SECOND_WAVE,32747.6,0.28279392225586597,0.0,-89.0,-92.0,-89.0,-89.0,-89.0,-89.0,-89.0,-89.0,-96.0,119.0,,,,,
7,4.0,Albania,ALB,1199.0,2854191.0,20268.434999999998,2020-03-30,257508.0,1.0,2021-01-05,2020-03-09,EPI_SECOND_WAVE,32097.04,8.604890142250467,2602.522045651465,-17.0,-21.0,,-21.0,19.0,-17.0,-17.0,-17.0,-7.0,424.0,57.0,-18.0,9.0,105.0,290.0
8,4.0,Albania,ALB,1263.0,2854191.0,9743.100000000002,2021-01-06,488666.5,2.0,2021-07-01,2021-01-05,EPI_SECOND_WAVE,32097.04,8.604890142250467,2602.522045651465,-17.0,-21.0,,-21.0,19.0,-17.0,-17.0,-17.0,-7.0,424.0,57.0,-18.0,9.0,105.0,290.0
9,2.0,Andorra,AND,127.0,77142.0,23497.079999999998,2020-03-31,0.0,1.0,2021-07-01,2020-03-03,EPI_FIRST_WAVE,26998.055,16.46314588680615,0.0,393.0,-15.0,-17.0,98.0,174.0,,393.0,,,18.0,120.0,,,,
10,3.0,United Arab Emirates,ARE,358.0,9770529.0,10572.240000000002,2020-04-05,5982437.5,1.0,2020-08-14,2020-01-29,EPI_SECOND_WAVE,31173.480000000003,1.8535332119683592,59229.559115990545,-13.0,-28.0,,-20.0,-9.0,-1.0,-13.0,-13.0,-11.0,8.0,-64.0,-56.0,-43.0,-19.0,19.0
11,3.0,United Arab Emirates,ARE,0.0,9770529.0,20583.17,2020-08-21,0.0,2.0,2021-09-19,2020-08-14,EPI_SECOND_WAVE,31173.480000000003,1.8535332119683592,59229.559115990545,-13.0,-28.0,,-20.0,-9.0,-1.0,-13.0,-13.0,-11.0,8.0,-64.0,-56.0,-43.0,-19.0,19.0
12,3.0,Argentina,ARG,41534.0,44938712.0,24669.09,2020-03-28,4138092.0,1.0,2020-12-19,2020-03-03,EPI_SECOND_WAVE,45824.535,20.843499030412797,2512.2835073688807,-9.0,-12.0,-9.0,-17.0,-9.0,-5.0,-9.0,-8.0,-12.0,,-24.0,-1.0,24.0,94.0,281.0
13,3.0,Argentina,ARG,0.0,44938712.0,20705.49,2020-12-20,0.0,2.0,2021-09-19,2020-12-19,EPI_SECOND_WAVE,45824.535,20.843499030412797,2512.2835073688807,-9.0,-12.0,-9.0,-17.0,-9.0,-5.0,-9.0,-8.0,-12.0,,-24.0,-1.0,24.0,94.0,281.0
14,6.0,Armenia,ARM,887.0,2957731.0,,2020-04-09,199474.99999999997,1.0,2020-09-03,2020-03-02,EPI_THIRD_WAVE,,15.271841827400802,3863.324622827431,,,,,,,,,,,,-24.0,-9.0,30.0,176.0
15,6.0,Armenia,ARM,2251.0,2957731.0,,2020-09-06,434917.1666666667,2.0,2021-02-11,2020-09-03,EPI_THIRD_WAVE,,15.271841827400802,3863.324622827431,,,,,,,,,,,,-24.0,-9.0,30.0,176.0
16,6.0,Armenia,ARM,1387.0,2957731.0,,2021-02-15,513413.0,3.0,2021-07-01,2021-02-11,EPI_THIRD_WAVE,,15.271841827400802,3863.324622827431,,,,,,,,,,,,-24.0,-9.0,30.0,176.0
17,4.0,Australia,AUS,102.0,25364307.0,6805.104999999998,2020-03-27,1485497.0,1.0,2020-06-13,2020-01-25,EPI_SECOND_WAVE,35244.85,0.3587718757701521,8179.432223399598,-3.0,-3.0,128.0,-9.0,2.0,,6.0,-8.0,-7.0,31.0,-62.0,2.0,2.0,6.0,97.0
18,4.0,Australia,AUS,808.0,25364307.0,23349.260000000002,2020-07-17,19298167.0,2.0,2021-07-01,2020-06-13,EPI_SECOND_WAVE,35244.85,0.3587718757701521,8179.432223399598,-3.0,-3.0,128.0,-9.0,2.0,,6.0,-8.0,-7.0,31.0,-62.0,2.0,2.0,6.0,97.0
19,4.0,Austria,AUT,697.0,8877067.0,6098.525000000001,2020-03-20,454632.0,1.0,2020-06-04,2020-02-26,EPI_SECOND_WAVE,34175.875,11.827104605609037,62159.019414858536,-4.0,242.0,-4.0,-9.0,-4.0,,-4.0,-7.0,,70.0,10.0,13.0,13.0,13.0,133.0
20,4.0,Austria,AUT,9802.0,8877067.0,24322.355,2020-06-12,54732854.0,2.0,2021-07-01,2020-06-04,EPI_SECOND_WAVE,34175.875,11.827104605609037,62159.019414858536,-4.0,242.0,-4.0,-9.0,-4.0,,-4.0,-7.0,,70.0,10.0,13.0,13.0,13.0,133.0
21,6.0,Azerbaijan,AZE,596.0,10023318.0,17762.72,2020-04-12,0.0,1.0,2020-10-06,2020-02-29,EPI_THIRD_WAVE,41479.255000000005,4.962428608969605,549.5246184945943,-24.0,-40.0,-12.0,-29.0,-29.0,70.0,-12.0,-24.0,4.0,224.0,-44.0,382.0,382.0,382.0,382.0
22,6.0,Azerbaijan,AZE,2575.0,10023318.0,9589.015,2020-10-12,0.0,2.0,2021-02-13,2020-10-06,EPI_THIRD_WAVE,41479.255000000005,4.962428608969605,549.5246184945943,-24.0,-40.0,-12.0,-29.0,-29.0,70.0,-12.0,-24.0,4.0,224.0,-44.0,382.0,382.0,382.0,382.0
23,6.0,Azerbaijan,AZE,1807.0,10023318.0,9709.510000000002,2021-02-16,550806.0,3.0,2021-07-01,2021-02-13,EPI_THIRD_WAVE,41479.255000000005,4.962428608969605,549.5246184945943,-24.0,-40.0,-12.0,-29.0,-29.0,70.0,-12.0,-24.0,4.0,224.0,-44.0,382.0,382.0,382.0,382.0
24,6.0,Belgium,BEL,9664.0,11484055.0,8713.744999999999,2020-03-15,1369725.0,1.0,2020-07-08,2020-02-04,EPI_THIRD_WAVE,33325.62,21.92518235065924,13376.829003344203,3.0,379.0,3.0,-1.0,3.0,,3.0,-1.0,5.0,406.0,-18.0,-11.0,-1.0,24.0,98.0
25,6.0,Belgium,BEL,10274.0,11484055.0,10243.194999999998,2020-07-14,5760179.0,2.0,2021-01-05,2020-07-08,EPI_THIRD_WAVE,33325.62,21.92518235065924,13376.829003344203,3.0,379.0,3.0,-1.0,3.0,,3.0,-1.0,5.0,406.0,-18.0,-11.0,-1.0,24.0,98.0
26,6.0,Belgium,BEL,5303.0,11484055.0,10581.749999999998,2021-01-06,8306414.0,3.0,2021-07-01,2021-01-05,EPI_THIRD_WAVE,33325.62,21.92518235065924,13376.829003344203,3.0,379.0,3.0,-1.0,3.0,,3.0,-1.0,5.0,406.0,-18.0,-11.0,-1.0,24.0,98.0
27,4.0,Benin,BEN,41.0,11801151.0,9981.260000000002,2020-06-19,0.0,1.0,2020-10-06,2020-03-17,EPI_SECOND_WAVE,22942.379999999997,0.08812699710392656,0.0,-81.0,-81.0,,-94.0,-81.0,-81.0,,-81.0,-33.0,444.0,-104.0,,,,
28,4.0,Benin,BEN,63.0,11801151.0,9862.814999999999,2021-02-01,0.0,2.0,2021-07-01,2020-10-06,EPI_SECOND_WAVE,22942.379999999997,0.08812699710392656,0.0,-81.0,-81.0,,-94.0,-81.0,-81.0,,-81.0,-33.0,444.0,-104.0,,,,
29,2.0,Burkina Faso,BFA,169.0,20321378.0,17192.739999999998,2020-03-30,0.0,1.0,2021-07-01,2020-03-11,EPI_FIRST_WAVE,18448.265000000003,0.08267155898581287,0.0,-9.0,-14.0,,-18.0,,-7.0,-9.0,-9.0,-9.0,164.0,-21.0,,,,
30,5.0,Bangladesh,BGD,8337.0,163046161.0,27529.445000000007,2020-04-06,3925409.0,1.0,2021-02-19,2020-03-08,EPI_THIRD_WAVE,43871.86,0.8982732196926734,405.52914336940444,-18.0,-21.0,-18.0,-16.0,-18.0,-18.0,-18.0,-18.0,385.0,295.0,345.0,9.0,40.0,153.0,
31,5.0,Bangladesh,BGD,4072.0,163046161.0,7741.3150000000005,2021-02-21,1922564.0,2.0,2021-05-24,2021-02-19,EPI_THIRD_WAVE,43871.86,0.8982732196926734,405.52914336940444,-18.0,-21.0,-18.0,-16.0,-18.0,-18.0,-18.0,-18.0,385.0,295.0,345.0,9.0,40.0,153.0,
32,5.0,Bangladesh,BGD,0.0,163046161.0,7983.014999999998,2021-05-25,0.0,3.0,2021-09-19,2021-05-24,EPI_THIRD_WAVE,43871.86,0.8982732196926734,405.52914336940444,-18.0,-21.0,-18.0,-16.0,-18.0,-18.0,-18.0,-18.0,385.0,295.0,345.0,9.0,40.0,153.0,
33,4.0,Bulgaria,BGR,8811.0,6975761.0,15686.740000000002,2020-04-02,1350332.0,1.0,2021-01-24,2020-03-08,EPI_SECOND_WAVE,26044.31,25.8910819909111,4566.414330995572,-15.0,-20.0,257.0,-20.0,-20.0,,-15.0,-15.0,42.0,458.0,27.0,17.0,17.0,49.0,211.0
34,4.0,Bulgaria,BGR,9262.0,6975761.0,8102.59,2021-01-26,1839568.5,2.0,2021-07-01,2021-01-24,EPI_SECOND_WAVE,26044.31,25.8910819909111,4566.414330995572,-15.0,-20.0,257.0,-20.0,-20.0,,-15.0,-15.0,42.0,458.0,27.0,17.0,17.0,49.0,211.0
35,4.0,Bahrain,BHR,341.0,1641172.0,18154.765,2020-05-14,2329846.0,1.0,2020-12-01,2020-02-24,EPI_SECOND_WAVE,33712.56,8.238015272012927,32303.929752640186,-57.0,-78.0,-49.0,-57.0,-53.0,,126.0,,,-44.0,-81.0,-65.0,-65.0,-56.0,-7.0
36,4.0,Bahrain,BHR,1011.0,1641172.0,11858.705000000002,2020-12-26,2982018.5,2.0,2021-07-01,2020-12-01,EPI_SECOND_WAVE,33712.56,8.238015272012927,32303.929752640186,-57.0,-78.0,-49.0,-57.0,-53.0,,126.0,,,-44.0,-81.0,-65.0,-65.0,-56.0,-7.0
37,3.0,Bahamas,BHS,182.0,389482.0,22528.48,2020-04-25,0.0,1.0,2020-12-28,2020-03-17,EPI_SECOND_WAVE,39127.725000000006,6.316081359343949,0.0,-36.0,-40.0,-36.0,-36.0,-36.0,-36.0,-36.0,-32.0,-32.0,380.0,-42.0,,,,
38,3.0,Bahamas,BHS,0.0,389482.0,16165.775000000001,2021-02-13,0.0,2.0,2021-09-19,2020-12-28,EPI_SECOND_WAVE,39127.725000000006,6.316081359343949,0.0,-36.0,-40.0,-36.0,-36.0,-36.0,-36.0,-36.0,-32.0,-32.0,380.0,-42.0,,,,
39,4.0,Bosnia and Herzegovina,BIH,4892.0,3301000.0,19226.450000000004,2020-03-31,657344.25,1.0,2021-02-14,2020-03-05,EPI_SECOND_WAVE,27442.375,29.22447743108149,3537.3916994850047,-14.0,-20.0,-14.0,-14.0,-13.0,-14.0,-11.0,-11.0,41.0,477.0,,2.0,2.0,33.0,219.0
40,4.0,Bosnia and Herzegovina,BIH,4766.0,3301000.0,5721.2300000000005,2021-02-16,513171.25,2.0,2021-07-01,2021-02-14,EPI_SECOND_WAVE,27442.375,29.22447743108149,3537.3916994850047,-14.0,-20.0,-14.0,-14.0,-13.0,-14.0,-11.0,-11.0,41.0,477.0,,2.0,2.0,33.0,219.0
41,4.0,Belarus,BLR,599.0,9466856.0,2399.415000000001,2020-04-07,1459909.7272727273,1.0,2020-08-14,2020-02-29,EPI_SECOND_WAVE,13557.92,3.320004022454762,6680.020800992431,,,,,376.0,,,,205.0,13.0,2.0,-26.0,-26.0,12.0,81.0
42,4.0,Belarus,BLR,2548.0,9466856.0,8833.6,2020-08-17,4870825.590909091,2.0,2021-07-01,2020-08-14,EPI_SECOND_WAVE,13557.92,3.320004022454762,6680.020800992431,,,,,376.0,,,,205.0,13.0,2.0,-26.0,-26.0,12.0,81.0
43,2.0,Belize,BLZ,329.0,390353.0,32459.1,2020-08-26,28394.5,1.0,2021-07-01,2020-03-24,EPI_FIRST_WAVE,36827.305,8.428268772111396,727.4057071419971,-147.0,-159.0,-147.0,-163.0,-103.0,,-121.0,-147.0,-159.0,,-154.0,273.0,273.0,273.0,273.0
44,2.0,Bermuda,BMU,33.0,63918.0,25690.550000000003,2020-12-28,0.0,1.0,2021-07-01,2020-03-18,EPI_FIRST_WAVE,28012.01,5.16286492067962,0.0,-268.0,-283.0,-268.0,-268.0,-268.0,-284.0,-268.0,-268.0,-283.0,-233.0,-334.0,,,,
45,5.0,Bolivia,BOL,8957.0,11513100.0,23151.199999999997,2020-04-05,364041.0,1.0,2020-12-02,2020-03-11,EPI_THIRD_WAVE,32922.814999999995,14.506952949249117,1596.927413120706,-19.0,-24.0,-14.0,-24.0,-19.0,-20.0,-19.0,-15.0,-5.0,433.0,,-1.0,35.0,104.0,389.0
46,5.0,Bolivia,BOL,3364.0,11513100.0,3779.0399999999995,2020-12-04,563353.0,2.0,2021-04-05,2020-12-02,EPI_THIRD_WAVE,32922.814999999995,14.506952949249117,1596.927413120706,-19.0,-24.0,-14.0,-24.0,-19.0,-20.0,-19.0,-15.0,-5.0,433.0,,-1.0,35.0,104.0,389.0
47,5.0,Bolivia,BOL,0.0,11513100.0,5984.234999999999,2021-04-07,0.0,3.0,2021-09-19,2021-04-05,EPI_THIRD_WAVE,32922.814999999995,14.506952949249117,1596.927413120706,-19.0,-24.0,-14.0,-24.0,-19.0,-20.0,-19.0,-15.0,-5.0,433.0,,-1.0,35.0,104.0,389.0
48,2.0,Brazil,BRA,515985.0,211049527.0,32859.22499999999,2020-03-21,0.0,1.0,2021-07-01,2020-02-26,EPI_FIRST_WAVE,36301.865000000005,24.448526719512618,0.0,-3.0,-9.0,-4.0,-9.0,36.0,0.0,45.0,-4.0,6.0,,11.0,,,,
49,2.0,Barbados,BRB,47.0,287025.0,27984.809999999998,2021-01-26,0.0,1.0,2021-07-01,2020-03-18,EPI_FIRST_WAVE,32746.89,1.637488023691316,0.0,-304.0,-313.0,-304.0,-315.0,-298.0,,-298.0,-304.0,,62.0,-312.0,,,,
50,3.0,Botswana,BWA,31.0,2303697.0,15508.509999999997,2020-09-13,0.0,1.0,2020-12-05,2020-04-01,EPI_SECOND_WAVE,33152.145,4.883454725165679,0.0,-172.0,-178.0,-164.0,-181.0,-164.0,,-164.0,-164.0,-178.0,261.0,1.0,,,,
51,3.0,Botswana,BWA,0.0,2303697.0,15865.749999999996,2021-01-03,0.0,2.0,2021-09-19,2020-12-05,EPI_SECOND_WAVE,33152.145,4.883454725165679,0.0,-172.0,-178.0,-164.0,-181.0,-164.0,,-164.0,-164.0,-178.0,261.0,1.0,,,,
52,4.0,Central African Republic,CAF,63.0,4745185.0,15739.804999999997,2020-06-17,0.0,1.0,2021-03-01,2020-03-14,EPI_SECOND_WAVE,18227.505,0.20652514074793712,0.0,-83.0,-83.0,,-83.0,,,-40.0,-83.0,-83.0,,69.0,,,,
53,4.0,Central African Republic,CAF,35.0,4745185.0,1627.6350000000004,2021-04-06,0.0,2.0,2021-07-01,2021-03-01,EPI_SECOND_WAVE,18227.505,0.20652514074793712,0.0,-83.0,-83.0,,-83.0,,,-40.0,-83.0,-83.0,,69.0,,,,
54,6.0,Canada,CAN,8749.0,37589262.0,8536.044999999998,2020-03-21,3353395.0,1.0,2020-07-11,2020-01-26,EPI_THIRD_WAVE,37976.88,6.989496095986135,9782.05664160153,-3.0,-5.0,-3.0,-9.0,2.0,,294.0,-1.0,-3.0,,132.0,-11.0,-2.0,27.0,121.0
55,6.0,Canada,CAN,13257.0,37589262.0,15875.644999999997,2020-07-12,21322236.0,2.0,2021-03-02,2020-07-11,EPI_THIRD_WAVE,37976.88,6.989496095986135,9782.05664160153,-3.0,-5.0,-3.0,-9.0,2.0,,294.0,-1.0,-3.0,,132.0,-11.0,-2.0,27.0,121.0
56,6.0,Canada,CAN,4313.0,37589262.0,8974.335,2021-03-03,12222922.0,3.0,2021-07-01,2021-03-02,EPI_THIRD_WAVE,37976.88,6.989496095986135,9782.05664160153,-3.0,-5.0,-3.0,-9.0,2.0,,294.0,-1.0,-3.0,,132.0,-11.0,-2.0,27.0,121.0
57,4.0,Switzerland,CHE,1727.0,8574832.0,6272.190000000001,2020-03-13,85734.0,1.0,2020-06-12,2020-02-24,EPI_SECOND_WAVE,29082.480000000003,12.064376304981835,9224.017450137799,4.0,3.0,4.0,-17.0,4.0,,,,,90.0,59.0,71.0,74.0,92.0,187.0
58,4.0,Switzerland,CHE,8618.0,8574832.0,19360.505,2020-07-11,7830143.0,2.0,2021-07-01,2020-06-12,EPI_SECOND_WAVE,29082.480000000003,12.064376304981835,9224.017450137799,4.0,3.0,4.0,-17.0,4.0,,,,,90.0,59.0,71.0,74.0,92.0,187.0
59,3.0,Chile,CHL,15069.0,18952038.0,20007.214999999997,2020-04-01,5087453.0,1.0,2020-11-23,2020-03-03,EPI_SECOND_WAVE,43085.005000000005,17.17229566551101,8828.215730677619,-7.0,-17.0,-16.0,-16.0,44.0,93.0,-7.0,-7.0,122.0,230.0,-2.0,-7.0,-4.0,31.0,133.0
60,3.0,Chile,CHL,0.0,18952038.0,23077.79,2020-11-24,0.0,2.0,2021-09-19,2020-11-23,EPI_SECOND_WAVE,43085.005000000005,17.17229566551101,8828.215730677619,-7.0,-17.0,-16.0,-16.0,44.0,93.0,-7.0,-7.0,122.0,230.0,-2.0,-7.0,-4.0,31.0,133.0
61,3.0,China,CHN,4645.0,1397715000.0,9284.259999999998,2020-01-22,0.0,1.0,2020-05-29,2020-01-04,EPI_SECOND_WAVE,43951.674999999996,0.03931416633576945,0.0,4.0,4.0,4.0,0.0,0.0,1.0,10.0,1.0,,69.0,-17.0,,,,
62,3.0,China,CHN,0.0,1397715000.0,34667.41499999999,2020-07-22,0.0,2.0,2021-09-19,2020-05-29,EPI_SECOND_WAVE,43951.674999999996,0.03931416633576945,0.0,4.0,4.0,4.0,0.0,0.0,1.0,10.0,1.0,,69.0,-17.0,,,,
63,4.0,Côte d'Ivoire,CIV,128.0,25716544.0,13077.395,2020-04-21,202968.0,1.0,2020-11-17,2020-03-12,EPI_SECOND_WAVE,19441.0,0.12171153324490258,274.87830402094465,-30.0,-36.0,,-33.0,,,,-28.0,-30.0,404.0,86.0,-7.0,37.0,254.0,
64,4.0,Côte d'Ivoire,CIV,185.0,25716544.0,5025.694999999999,2021-01-05,504294.0,2.0,2021-07-01,2020-11-17,EPI_SECOND_WAVE,19441.0,0.12171153324490258,274.87830402094465,-30.0,-36.0,,-33.0,,,,-28.0,-30.0,404.0,86.0,-7.0,37.0,254.0,
65,6.0,Cameroon,CMR,420.0,25876380.0,12352.99,2020-04-09,0.0,1.0,2020-10-07,2020-03-06,EPI_THIRD_WAVE,23254.690000000002,0.5116635325343035,0.0,-5.0,-22.0,,-22.0,,,,,9.0,487.0,,,,,
66,6.0,Cameroon,CMR,31.0,25876380.0,3529.1850000000004,2020-11-10,0.0,2.0,2021-01-16,2020-10-07,EPI_THIRD_WAVE,23254.690000000002,0.5116635325343035,0.0,-5.0,-22.0,,-22.0,,,,,9.0,487.0,,,,,
67,6.0,Cameroon,CMR,873.0,25876380.0,5452.070000000001,2021-01-24,0.0,3.0,2021-07-01,2021-01-16,EPI_THIRD_WAVE,23254.690000000002,0.5116635325343035,0.0,-5.0,-22.0,,-22.0,,,,,9.0,487.0,,,,,
68,6.0,Republic of Congo,COG,98.0,5380508.0,15691.345000000001,2020-05-02,0.0,1.0,2020-10-23,2020-03-15,EPI_THIRD_WAVE,30856.195,0.3085210541458167,0.0,-35.0,-35.0,-35.0,-35.0,346.0,-32.0,-35.0,-35.0,-42.0,,261.0,,,,
69,6.0,Republic of Congo,COG,45.0,5380508.0,8143.96,2021-01-12,0.0,2.0,2021-04-21,2020-10-23,EPI_THIRD_WAVE,30856.195,0.3085210541458167,0.0,-35.0,-35.0,-35.0,-35.0,346.0,-32.0,-35.0,-35.0,-42.0,,261.0,,,,
70,6.0,Republic of Congo,COG,29.0,5380508.0,3738.724999999999,2021-05-03,0.0,3.0,2021-07-01,2021-04-21,EPI_THIRD_WAVE,30856.195,0.3085210541458167,0.0,-35.0,-35.0,-35.0,-35.0,346.0,-32.0,-35.0,-35.0,-42.0,,261.0,,,,
71,3.0,Colombia,COL,60773.0,50339443.0,28294.51,2020-03-31,11541318.0,1.0,2021-03-12,2020-03-06,EPI_SECOND_WAVE,41156.525,21.043935666908354,3882.9913155773297,-6.0,-15.0,-6.0,-19.0,24.0,282.0,-6.0,-6.0,-6.0,,3.0,64.0,64.0,76.0,215.0
72,3.0,Colombia,COL,0.0,50339443.0,12440.335,2021-03-13,0.0,2.0,2021-09-19,2021-03-12,EPI_SECOND_WAVE,41156.525,21.043935666908354,3882.9913155773297,-6.0,-15.0,-6.0,-19.0,24.0,282.0,-6.0,-6.0,-6.0,,3.0,64.0,64.0,76.0,215.0
73,2.0,Comoros,COM,146.0,850886.0,0.0,2021-01-03,0.0,1.0,2021-07-01,2020-05-01,EPI_FIRST_WAVE,,1.7158585286395593,0.0,,,,,,,,,,,,,,,
74,4.0,Cape Verde,CPV,105.0,549935.0,19205.589999999997,2020-06-27,75559.5,1.0,2020-12-10,2020-03-20,EPI_SECOND_WAVE,36576.8,5.200614618091229,4324.047387418513,-91.0,-91.0,-91.0,-103.0,-40.0,,-87.0,-99.0,-100.0,-46.0,-40.0,,,,
75,4.0,Cape Verde,CPV,181.0,549935.0,12041.12,2021-01-12,162626.0,2.0,2021-07-01,2020-12-10,EPI_SECOND_WAVE,36576.8,5.200614618091229,4324.047387418513,-91.0,-91.0,-91.0,-103.0,-40.0,,-87.0,-99.0,-100.0,-46.0,-40.0,,,,
76,3.0,Costa Rica,CRI,2848.0,5047561.0,23729.155,2020-05-18,609369.0,1.0,2021-03-11,2020-03-08,EPI_SECOND_WAVE,34272.905000000006,9.234162796645746,2462.040577617586,-62.0,-62.0,-35.0,-69.0,,-58.0,,-62.0,-62.0,366.0,-117.0,-63.0,-42.0,57.0,260.0
77,3.0,Costa Rica,CRI,0.0,5047561.0,10160.455,2021-03-13,0.0,2.0,2021-09-19,2021-03-11,EPI_SECOND_WAVE,34272.905000000006,9.234162796645746,2462.040577617586,-62.0,-62.0,-35.0,-69.0,,-58.0,,-62.0,-62.0,366.0,-117.0,-63.0,-42.0,57.0,260.0
78,3.0,Cuba,CUB,87.0,11333483.0,10316.265000000001,2020-04-08,237301.0,1.0,2020-07-22,2020-03-13,EPI_SECOND_WAVE,40292.86,1.132926215180276,4542.970594300093,-15.0,-15.0,9.0,-19.0,33.0,-15.0,-15.0,-16.0,9.0,120.0,27.0,-12.0,1.0,57.0,237.0
79,3.0,Cuba,CUB,0.0,11333483.0,29411.32,2020-09-03,0.0,2.0,2021-09-19,2020-07-22,EPI_SECOND_WAVE,40292.86,1.132926215180276,4542.970594300093,-15.0,-15.0,9.0,-19.0,33.0,-15.0,-15.0,-16.0,9.0,120.0,27.0,-12.0,1.0,57.0,237.0
80,5.0,Cyprus,CYP,229.0,1198575.0,23621.24,2020-04-10,2081481.0,1.0,2021-02-22,2020-03-10,EPI_THIRD_WAVE,35083.31,3.1203721085455647,68538.47276974742,-18.0,-28.0,6.0,-31.0,-18.0,-17.0,-17.0,-17.0,-26.0,1.0,6.0,-12.0,-12.0,-3.0,53.0
81,5.0,Cyprus,CYP,145.0,1198575.0,7677.740000000001,2021-03-15,5615005.0,2.0,2021-06-15,2021-02-22,EPI_THIRD_WAVE,35083.31,3.1203721085455647,68538.47276974742,-18.0,-28.0,6.0,-31.0,-18.0,-17.0,-17.0,-17.0,-26.0,1.0,6.0,-12.0,-12.0,-3.0,53.0
82,5.0,Cyprus,CYP,0.0,1198575.0,3717.6699999999996,,0.0,3.0,2021-09-19,2021-06-15,EPI_THIRD_WAVE,35083.31,3.1203721085455647,68538.47276974742,-18.0,-28.0,6.0,-31.0,-18.0,-17.0,-17.0,-17.0,-26.0,1.0,6.0,-12.0,-12.0,-3.0,53.0
83,6.0,Czech Republic,CZE,292.0,10669709.0,4640.324999999999,2020-03-26,0.0,1.0,2020-05-15,2020-03-02,EPI_THIRD_WAVE,30633.664999999997,28.460007672186748,27264.728588192986,-12.0,-15.0,-12.0,-15.0,-3.0,,-11.0,-10.0,-10.0,414.0,-25.0,,,,
84,6.0,Czech Republic,CZE,9127.0,10669709.0,9844.505000000001,2020-05-20,2748714.0,2.0,2020-12-09,2020-05-15,EPI_THIRD_WAVE,30633.664999999997,28.460007672186748,27264.728588192986,-12.0,-15.0,-12.0,-15.0,-3.0,,-11.0,-10.0,-10.0,414.0,-25.0,,,,
85,6.0,Czech Republic,CZE,21044.0,10669709.0,13531.509999999998,2020-12-10,26378493.0,3.0,2021-07-01,2020-12-09,EPI_THIRD_WAVE,30633.664999999997,28.460007672186748,27264.728588192986,-12.0,-15.0,-12.0,-15.0,-3.0,,-11.0,-10.0,-10.0,414.0,-25.0,,,,
86,6.0,Germany,DEU,8791.0,83132799.0,6976.490000000001,2020-03-16,0.0,1.0,2020-06-15,2020-01-28,EPI_THIRD_WAVE,37448.770000000004,10.938883460425771,0.0,5.0,0.0,275.0,-6.0,5.0,,5.0,3.0,2.0,44.0,-54.0,,,,
87,6.0,Germany,DEU,59116.0,83132799.0,16389.479999999996,2020-06-17,0.0,2.0,2021-02-22,2020-06-15,EPI_THIRD_WAVE,37448.770000000004,10.938883460425771,0.0,5.0,0.0,275.0,-6.0,5.0,,5.0,3.0,2.0,44.0,-54.0,,,,
88,6.0,Germany,DEU,23097.0,83132799.0,9547.625,2021-02-23,0.0,3.0,2021-07-01,2021-02-22,EPI_THIRD_WAVE,37448.770000000004,10.938883460425771,0.0,5.0,0.0,275.0,-6.0,5.0,,5.0,3.0,2.0,44.0,-54.0,,,,
