,countrycode,adm_area_1,date,confirmed,new_per_day,new_per_day_smooth,latitude,longitude
6640,USA,Illinois,2020-11-22,657402,9928.0,11811.42857142857,40.12491620161862,-89.14846357611454
6641,USA,Illinois,2020-11-23,665865,8463.0,11328.0,40.12491620161862,-89.14846357611454
6642,USA,Illinois,2020-11-24,675543,9678.0,10883.57142857143,40.12491620161862,-89.14846357611454
6643,USA,Illinois,2020-11-25,686855,11312.0,11257.0,40.12491620161862,-89.14846357611454
6644,USA,Illinois,2020-11-26,698364,11509.0,10785.0,40.12491620161862,-89.14846357611454
6645,USA,Illinois,2020-11-27,706123,7759.0,10042.857142857143,40.12491620161862,-89.14846357611454
6646,USA,Illinois,2020-11-28,714070,7947.0,9513.714285714286,40.12491620161862,-89.14846357611454
6647,USA,Illinois,2020-11-29,721487,7417.0,9155.0,40.12491620161862,-89.14846357611454
6648,USA,Illinois,2020-11-30,727825,6338.0,8851.42857142857,40.12491620161862,-89.14846357611454
6649,USA,Illinois,2020-12-01,740510,12685.0,9281.0,40.12491620161862,-89.14846357611454
6650,USA,Illinois,2020-12-02,750208,9698.0,9050.42857142857,40.12491620161862,-89.14846357611454
6651,USA,Illinois,2020-12-03,761209,11001.0,8977.857142857143,40.12491620161862,-89.14846357611454
6652,USA,Illinois,2020-12-04,771696,10487.0,9367.57142857143,40.12491620161862,-89.14846357611454
6653,USA,Illinois,2020-12-05,781441,9745.0,9624.42857142857,40.12491620161862,-89.14846357611454
6654,USA,Illinois,2020-12-06,788922,7481.0,9633.57142857143,40.12491620161862,-89.14846357611454
6655,USA,Illinois,2020-12-07,797789,8867.0,9994.857142857143,40.12491620161862,-89.14846357611454
6656,USA,Illinois,2020-12-08,805794,8005.0,9326.285714285714,40.12491620161862,-89.14846357611454
6657,USA,Illinois,2020-12-09,813990,8196.0,9111.714285714286,40.12491620161862,-89.14846357611454
6658,USA,Illinois,2020-12-10,825136,11146.0,9132.42857142857,40.12491620161862,-89.14846357611454
6659,USA,Illinois,2020-12-11,834668,9532.0,8996.0,40.12491620161862,-89.14846357611454
6660,USA,Illinois,2020-12-12,843328,8660.0,8841.0,40.12491620161862,-89.14846357611454
6661,USA,Illinois,2020-12-13,850412,7084.0,8784.285714285714,40.12491620161862,-89.14846357611454
6662,USA,Illinois,2020-12-14,857860,7448.0,8581.57142857143,40.12491620161862,-89.14846357611454
6663,USA,Illinois,2020-12-15,865261,7401.0,8495.285714285714,40.12491620161862,-89.14846357611454
6664,USA,Illinois,2020-12-16,872294,7033.0,8329.142857142857,40.12491620161862,-89.14846357611454
6665,USA,Illinois,2020-12-17,881229,8935.0,8013.285714285715,40.12491620161862,-89.14846357611454
6666,USA,Illinois,2020-12-18,888478,7249.0,7687.142857142857,40.12491620161862,-89.14846357611454
6667,USA,Illinois,2020-12-19,896003,7525.0,7525.0,40.12491620161862,-89.14846357611454
6668,USA,Illinois,2020-12-20,901924,5921.0,7358.857142857143,40.12491620161862,-89.14846357611454
6669,USA,Illinois,2020-12-21,906917,4993.0,7008.142857142857,40.12491620161862,-89.14846357611454
6670,USA,Illinois,2020-12-22,913265,6348.0,6857.714285714285,40.12491620161862,-89.14846357611454
6671,USA,Illinois,2020-12-23,919992,6727.0,6814.0,40.12491620161862,-89.14846357611454
6672,USA,Illinois,2020-12-24,926967,6975.0,6534.0,40.12491620161862,-89.14846357611454
6673,USA,Illinois,2020-12-25,932427,5460.0,6278.428571428572,40.12491620161862,-89.14846357611454
6674,USA,Illinois,2020-12-26,935849,3422.0,5692.285714285715,40.12491620161862,-89.14846357611454
6675,USA,Illinois,2020-12-27,939671,3822.0,5392.428571428572,40.12491620161862,-89.14846357611454
6676,USA,Illinois,2020-12-28,944402,4731.0,5355.0,40.12491620161862,-89.14846357611454
6677,USA,Illinois,2020-12-29,950122,5720.0,5265.285714285715,40.12491620161862,-89.14846357611454
6678,USA,Illinois,2020-12-30,957853,7731.0,5408.714285714285,40.12491620161862,-89.14846357611454
6679,USA,Illinois,2020-12-31,965840,7987.0,5553.285714285715,40.12491620161862,-89.14846357611454
6680,USA,Illinois,2021-01-01,966287,447.0,4837.142857142857,40.12491620161862,-89.14846357611454
6681,USA,Illinois,2021-01-02,977677,11390.0,5975.428571428572,40.12491620161862,-89.14846357611454
6682,USA,Illinois,2021-01-03,982105,4428.0,6062.0,40.12491620161862,-89.14846357611454
6683,USA,Illinois,2021-01-04,987459,5354.0,6151.0,40.12491620161862,-89.14846357611454
6684,USA,Illinois,2021-01-05,994511,7052.0,6341.285714285715,40.12491620161862,-89.14846357611454
6685,USA,Illinois,2021-01-06,1001955,7444.0,6300.285714285715,40.12491620161862,-89.14846357611454
6686,USA,Illinois,2021-01-07,1010808,8853.0,6424.0,40.12491620161862,-89.14846357611454
6687,USA,Illinois,2021-01-08,1020011,9203.0,7674.857142857143,40.12491620161862,-89.14846357611454
6688,USA,Illinois,2021-01-09,1026639,6628.0,6994.571428571428,40.12491620161862,-89.14846357611454
6689,USA,Illinois,2021-01-10,1031288,4649.0,7026.142857142857,40.12491620161862,-89.14846357611454
6690,USA,Illinois,2021-01-11,1036450,5162.0,6998.714285714285,40.12491620161862,-89.14846357611454
6691,USA,Illinois,2021-01-12,1043041,6591.0,6932.857142857143,40.12491620161862,-89.14846357611454
6692,USA,Illinois,2021-01-13,1048784,5743.0,6689.857142857143,40.12491620161862,-89.14846357611454
6693,USA,Illinois,2021-01-14,1055550,6766.0,6391.714285714285,40.12491620161862,-89.14846357611454
6694,USA,Illinois,2021-01-15,1062121,6571.0,6015.714285714285,40.12491620161862,-89.14846357611454
6695,USA,Illinois,2021-01-16,1067230,5109.0,5798.714285714285,40.12491620161862,-89.14846357611454
6696,USA,Illinois,2021-01-17,1071307,4077.0,5717.0,40.12491620161862,-89.14846357611454
6697,USA,Illinois,2021-01-18,1074719,3412.0,5467.0,40.12491620161862,-89.14846357611454
6698,USA,Illinois,2021-01-19,1079307,4588.0,5180.857142857143,40.12491620161862,-89.14846357611454
6699,USA,Illinois,2021-01-20,1084134,4827.0,5050.0,40.12491620161862,-89.14846357611454
6700,USA,Illinois,2021-01-21,1089010,4876.0,4780.0,40.12491620161862,-89.14846357611454
6701,USA,Illinois,2021-01-22,1095917,6907.0,4828.0,40.12491620161862,-89.14846357611454
6702,USA,Illinois,2021-01-23,1101037,5120.0,4829.571428571428,40.12491620161862,-89.14846357611454
6703,USA,Illinois,2021-01-24,1104206,3169.0,4699.857142857143,40.12491620161862,-89.14846357611454
6704,USA,Illinois,2021-01-25,1107388,3182.0,4667.0,40.12491620161862,-89.14846357611454
6705,USA,Illinois,2021-01-26,1111028,3640.0,4531.571428571428,40.12491620161862,-89.14846357611454
6706,USA,Illinois,2021-01-27,1114798,3770.0,4380.571428571428,40.12491620161862,-89.14846357611454
6707,USA,Illinois,2021-01-28,1119004,4206.0,4284.857142857143,40.12491620161862,-89.14846357611454
6708,USA,Illinois,2021-01-29,1123152,4148.0,3890.714285714286,40.12491620161862,-89.14846357611454
6709,USA,Illinois,2021-01-30,1126448,3296.0,3630.1428571428573,40.12491620161862,-89.14846357611454
6710,USA,Illinois,2021-01-31,1128505,2057.0,3471.285714285714,40.12491620161862,-89.14846357611454
6711,USA,Illinois,2021-02-01,1131212,2707.0,3403.4285714285716,40.12491620161862,-89.14846357611454
6712,USA,Illinois,2021-02-02,1133691,2479.0,3237.5714285714284,40.12491620161862,-89.14846357611454
6713,USA,Illinois,2021-02-03,1137037,3346.0,3177.0,40.12491620161862,-89.14846357611454
6714,USA,Illinois,2021-02-04,1140341,3304.0,3048.1428571428573,40.12491620161862,-89.14846357611454
6715,USA,Illinois,2021-02-05,1143961,3620.0,2972.714285714286,40.12491620161862,-89.14846357611454
6716,USA,Illinois,2021-02-06,1146952,2991.0,2929.1428571428573,40.12491620161862,-89.14846357611454
6717,USA,Illinois,2021-02-07,1148947,1995.0,2920.285714285714,40.12491620161862,-89.14846357611454
6718,USA,Illinois,2021-02-08,1150869,1922.0,2808.1428571428573,40.12491620161862,-89.14846357611454
6719,USA,Illinois,2021-02-09,1152942,2073.0,2750.1428571428573,40.12491620161862,-89.14846357611454
6720,USA,Illinois,2021-02-10,1155802,2860.0,2680.714285714286,40.12491620161862,-89.14846357611454
6721,USA,Illinois,2021-02-11,1158595,2793.0,2607.714285714286,40.12491620161862,-89.14846357611454
6722,USA,Illinois,2021-02-12,1161206,2611.0,2463.5714285714284,40.12491620161862,-89.14846357611454
6723,USA,Illinois,2021-02-13,1163232,2026.0,2325.714285714286,40.12491620161862,-89.14846357611454
6724,USA,Illinois,2021-02-14,1164743,1511.0,2256.5714285714284,40.12491620161862,-89.14846357611454
6725,USA,Illinois,2021-02-15,1166098,1355.0,2175.5714285714284,40.12491620161862,-89.14846357611454
6726,USA,Illinois,2021-02-16,1167889,1791.0,2135.285714285714,40.12491620161862,-89.14846357611454
6727,USA,Illinois,2021-02-17,1169747,1858.0,1992.142857142857,40.12491620161862,-89.14846357611454
6728,USA,Illinois,2021-02-18,1171687,1940.0,1870.2857142857142,40.12491620161862,-89.14846357611454
6729,USA,Illinois,2021-02-19,1173897,2210.0,1813.0,40.12491620161862,-89.14846357611454
6730,USA,Illinois,2021-02-20,1175781,1884.0,1792.7142857142858,40.12491620161862,-89.14846357611454
6731,USA,Illinois,2021-02-21,1177301,1520.0,1794.0,40.12491620161862,-89.14846357611454
6732,USA,Illinois,2021-02-22,1178702,1401.0,1800.5714285714287,40.12491620161862,-89.14846357611454
6733,USA,Illinois,2021-02-23,1180421,1719.0,1790.2857142857142,40.12491620161862,-89.14846357611454
6734,USA,Illinois,2021-02-24,1182402,1981.0,1807.857142857143,40.12491620161862,-89.14846357611454
6735,USA,Illinois,2021-02-25,1184374,1972.0,1812.4285714285713,40.12491620161862,-89.14846357611454
6736,USA,Illinois,2021-02-26,1186993,2619.0,1870.857142857143,40.12491620161862,-89.14846357611454
6737,USA,Illinois,2021-02-27,1188732,1739.0,1850.142857142857,40.12491620161862,-89.14846357611454
6738,USA,Illinois,2021-02-28,1189922,1190.0,1803.0,40.12491620161862,-89.14846357611454
6739,USA,Illinois,2021-03-01,1191207,1285.0,1786.4285714285713,40.12491620161862,-89.14846357611454
6740,USA,Illinois,2021-03-02,1192860,1653.0,1777.0,40.12491620161862,-89.14846357611454
6741,USA,Illinois,2021-03-03,1194960,2100.0,1794.0,40.12491620161862,-89.14846357611454
6742,USA,Illinois,2021-03-04,1196739,1779.0,1766.4285714285713,40.12491620161862,-89.14846357611454
6743,USA,Illinois,2021-03-05,1198242,1503.0,1607.0,40.12491620161862,-89.14846357611454
6744,USA,Illinois,2021-03-06,1200720,2478.0,1712.5714285714287,40.12491620161862,-89.14846357611454
6745,USA,Illinois,2021-03-07,1201760,1040.0,1691.142857142857,40.12491620161862,-89.14846357611454
6746,USA,Illinois,2021-03-08,1203008,1248.0,1685.857142857143,40.12491620161862,-89.14846357611454
6747,USA,Illinois,2021-03-09,1204693,1685.0,1690.4285714285713,40.12491620161862,-89.14846357611454
6748,USA,Illinois,2021-03-10,1206362,1669.0,1628.857142857143,40.12491620161862,-89.14846357611454
6749,USA,Illinois,2021-03-11,1208072,1710.0,1619.0,40.12491620161862,-89.14846357611454
6750,USA,Illinois,2021-03-12,1209847,1775.0,1657.857142857143,40.12491620161862,-89.14846357611454
6751,USA,Illinois,2021-03-13,1211440,1593.0,1531.4285714285713,40.12491620161862,-89.14846357611454
6752,USA,Illinois,2021-03-14,1212895,1455.0,1590.7142857142858,40.12491620161862,-89.14846357611454
6753,USA,Illinois,2021-03-15,1213763,868.0,1536.4285714285713,40.12491620161862,-89.14846357611454
6754,USA,Illinois,2021-03-16,1215745,1982.0,1578.857142857143,40.12491620161862,-89.14846357611454
6755,USA,Illinois,2021-03-17,1217258,1513.0,1556.5714285714287,40.12491620161862,-89.14846357611454
6756,USA,Illinois,2021-03-18,1219667,2409.0,1656.4285714285713,40.12491620161862,-89.14846357611454
6757,USA,Illinois,2021-03-19,1222043,2376.0,1742.2857142857142,40.12491620161862,-89.14846357611454
6758,USA,Illinois,2021-03-20,1223884,1841.0,1777.7142857142858,40.12491620161862,-89.14846357611454
6759,USA,Illinois,2021-03-21,1225236,1352.0,1763.0,40.12491620161862,-89.14846357611454
6760,USA,Illinois,2021-03-22,1226595,1359.0,1833.142857142857,40.12491620161862,-89.14846357611454
6761,USA,Illinois,2021-03-23,1228418,1823.0,1810.4285714285713,40.12491620161862,-89.14846357611454
6762,USA,Illinois,2021-03-24,1231154,2736.0,1985.142857142857,40.12491620161862,-89.14846357611454
6763,USA,Illinois,2021-03-25,1233417,2263.0,1964.2857142857142,40.12491620161862,-89.14846357611454
6764,USA,Illinois,2021-03-26,1236528,3111.0,2069.285714285714,40.12491620161862,-89.14846357611454
6765,USA,Illinois,2021-03-27,1239012,2484.0,2161.1428571428573,40.12491620161862,-89.14846357611454
6766,USA,Illinois,2021-03-28,1241187,2175.0,2278.714285714286,40.12491620161862,-89.14846357611454
6767,USA,Illinois,2021-03-29,1243171,1984.0,2368.0,40.12491620161862,-89.14846357611454
6768,USA,Illinois,2021-03-30,1245548,2377.0,2447.1428571428573,40.12491620161862,-89.14846357611454
6769,USA,Illinois,2021-03-31,1248133,2585.0,2425.5714285714284,40.12491620161862,-89.14846357611454
6770,USA,Illinois,2021-04-01,1251829,3696.0,2630.285714285714,40.12491620161862,-89.14846357611454
6771,USA,Illinois,2021-04-02,1254866,3037.0,2619.714285714286,40.12491620161862,-89.14846357611454
6772,USA,Illinois,2021-04-03,1257605,2739.0,2656.1428571428573,40.12491620161862,-89.14846357611454
6773,USA,Illinois,2021-04-04,1260001,2396.0,2687.714285714286,40.12491620161862,-89.14846357611454
6774,USA,Illinois,2021-04-05,1262345,2344.0,2739.1428571428573,40.12491620161862,-89.14846357611454
6775,USA,Illinois,2021-04-06,1265309,2964.0,2823.0,40.12491620161862,-89.14846357611454
6776,USA,Illinois,2021-04-07,1269002,3693.0,2981.285714285714,40.12491620161862,-89.14846357611454
6777,USA,Illinois,2021-04-08,1272932,3930.0,3014.714285714286,40.12491620161862,-89.14846357611454
6778,USA,Illinois,2021-04-09,1276891,3959.0,3146.4285714285716,40.12491620161862,-89.14846357611454
6779,USA,Illinois,2021-04-10,1280295,3404.0,3241.4285714285716,40.12491620161862,-89.14846357611454
6780,USA,Illinois,2021-04-11,1283110,2815.0,3301.285714285714,40.12491620161862,-89.14846357611454
6781,USA,Illinois,2021-04-12,1285780,2670.0,3347.8571428571427,40.12491620161862,-89.14846357611454
6782,USA,Illinois,2021-04-13,1288969,3189.0,3380.0,40.12491620161862,-89.14846357611454
6783,USA,Illinois,2021-04-14,1292456,3487.0,3350.5714285714284,40.12491620161862,-89.14846357611454
6784,USA,Illinois,2021-04-15,1296240,3784.0,3329.714285714286,40.12491620161862,-89.14846357611454
6785,USA,Illinois,2021-04-16,1300047,3807.0,3308.0,40.12491620161862,-89.14846357611454
6786,USA,Illinois,2021-04-17,1303011,2964.0,3245.1428571428573,40.12491620161862,-89.14846357611454
6787,USA,Illinois,2021-04-18,1305604,2593.0,3213.4285714285716,40.12491620161862,-89.14846357611454
6788,USA,Illinois,2021-04-19,1307764,2160.0,3140.5714285714284,40.12491620161862,-89.14846357611454
6789,USA,Illinois,2021-04-20,1310368,2604.0,3057.0,40.12491620161862,-89.14846357611454
6790,USA,Illinois,2021-04-21,1313149,2781.0,2956.1428571428573,40.12491620161862,-89.14846357611454
6791,USA,Illinois,2021-04-22,1316497,3348.0,2893.8571428571427,40.12491620161862,-89.14846357611454
6792,USA,Illinois,2021-04-23,1319947,3450.0,2842.8571428571427,40.12491620161862,-89.14846357611454
6793,USA,Illinois,2021-04-24,1322640,2693.0,2804.1428571428573,40.12491620161862,-89.14846357611454
6794,USA,Illinois,2021-04-25,1324610,1970.0,2715.1428571428573,40.12491620161862,-89.14846357611454
6795,USA,Illinois,2021-04-26,1326850,2240.0,2726.5714285714284,40.12491620161862,-89.14846357611454
6796,USA,Illinois,2021-04-27,1329443,2593.0,2725.0,40.12491620161862,-89.14846357611454
6797,USA,Illinois,2021-04-28,1332089,2646.0,2705.714285714286,40.12491620161862,-89.14846357611454
6798,USA,Illinois,2021-04-29,1335559,3470.0,2723.1428571428573,40.12491620161862,-89.14846357611454
6799,USA,Illinois,2021-04-30,1338687,3128.0,2677.1428571428573,40.12491620161862,-89.14846357611454
6800,USA,Illinois,2021-05-01,1341493,2806.0,2693.285714285714,40.12491620161862,-89.14846357611454
6801,USA,Illinois,2021-05-02,1343273,1780.0,2666.1428571428573,40.12491620161862,-89.14846357611454
6802,USA,Illinois,2021-05-03,1345483,2210.0,2661.8571428571427,40.12491620161862,-89.14846357611454
6803,USA,Illinois,2021-05-04,1347662,2179.0,2602.714285714286,40.12491620161862,-89.14846357611454
6804,USA,Illinois,2021-05-05,1350094,2432.0,2572.1428571428573,40.12491620161862,-89.14846357611454
6805,USA,Illinois,2021-05-06,1352140,2046.0,2368.714285714286,40.12491620161862,-89.14846357611454
6806,USA,Illinois,2021-05-07,1355405,3265.0,2388.285714285714,40.12491620161862,-89.14846357611454
6807,USA,Illinois,2021-05-08,1357051,1646.0,2222.5714285714284,40.12491620161862,-89.14846357611454
6808,USA,Illinois,2021-05-09,1358716,1665.0,2206.1428571428573,40.12491620161862,-89.14846357611454
6809,USA,Illinois,2021-05-10,1360247,1531.0,2109.1428571428573,40.12491620161862,-89.14846357611454
6810,USA,Illinois,2021-05-11,1361775,1528.0,2016.142857142857,40.12491620161862,-89.14846357611454
6811,USA,Illinois,2021-05-12,1363563,1788.0,1924.142857142857,40.12491620161862,-89.14846357611454
6812,USA,Illinois,2021-05-13,1365634,2071.0,1927.7142857142858,40.12491620161862,-89.14846357611454
6813,USA,Illinois,2021-05-14,1367431,1797.0,1718.0,40.12491620161862,-89.14846357611454
6814,USA,Illinois,2021-05-15,1368875,1444.0,1689.142857142857,40.12491620161862,-89.14846357611454
6815,USA,Illinois,2021-05-16,1370094,1219.0,1625.4285714285713,40.12491620161862,-89.14846357611454
6816,USA,Illinois,2021-05-17,1371126,1032.0,1554.142857142857,40.12491620161862,-89.14846357611454
6817,USA,Illinois,2021-05-18,1372597,1471.0,1546.0,40.12491620161862,-89.14846357611454
6818,USA,Illinois,2021-05-19,1374215,1618.0,1521.7142857142858,40.12491620161862,-89.14846357611454
6819,USA,Illinois,2021-05-20,1375837,1622.0,1457.5714285714287,40.12491620161862,-89.14846357611454
6820,USA,Illinois,2021-05-21,1377403,1566.0,1424.5714285714287,40.12491620161862,-89.14846357611454
6821,USA,Illinois,2021-05-22,1378492,1089.0,1373.857142857143,40.12491620161862,-89.14846357611454
6822,USA,Illinois,2021-05-23,1379411,919.0,1331.0,40.12491620161862,-89.14846357611454
6823,USA,Illinois,2021-05-24,1380389,978.0,1323.2857142857142,40.12491620161862,-89.14846357611454
6824,USA,Illinois,2021-05-25,1381201,812.0,1229.142857142857,40.12491620161862,-89.14846357611454
6825,USA,Illinois,2021-05-26,1382318,1117.0,1157.5714285714287,40.12491620161862,-89.14846357611454
6826,USA,Illinois,2021-05-27,1383335,1017.0,1071.142857142857,40.12491620161862,-89.14846357611454
6827,USA,Illinois,2021-05-28,1384319,984.0,988.0,40.12491620161862,-89.14846357611454
6828,USA,Illinois,2021-05-29,1385086,767.0,942.0,40.12491620161862,-89.14846357611454
6829,USA,Illinois,2021-05-30,1385670,584.0,894.1428571428571,40.12491620161862,-89.14846357611454
6830,USA,Illinois,2021-05-31,1386189,519.0,828.5714285714286,40.12491620161862,-89.14846357611454
6831,USA,Illinois,2021-06-01,1386620,431.0,774.1428571428571,40.12491620161862,-89.14846357611454
6832,USA,Illinois,2021-06-02,1387086,466.0,681.1428571428571,40.12491620161862,-89.14846357611454
6833,USA,Illinois,2021-06-03,1387795,709.0,637.1428571428571,40.12491620161862,-89.14846357611454
6834,USA,Illinois,2021-06-04,1388428,633.0,587.0,40.12491620161862,-89.14846357611454
6835,USA,Illinois,2021-06-05,1388953,525.0,552.4285714285714,40.12491620161862,-89.14846357611454
6836,USA,Illinois,2021-06-06,1389287,334.0,516.7142857142857,40.12491620161862,-89.14846357611454
6837,USA,Illinois,2021-06-07,1389551,264.0,480.2857142857143,40.12491620161862,-89.14846357611454
6838,USA,Illinois,2021-06-08,1389928,377.0,472.57142857142856,40.12491620161862,-89.14846357611454
6839,USA,Illinois,2021-06-09,1390331,403.0,463.57142857142856,40.12491620161862,-89.14846357611454
6840,USA,Illinois,2021-06-10,1390741,410.0,420.85714285714283,40.12491620161862,-89.14846357611454
6841,USA,Illinois,2021-06-11,1391143,402.0,387.85714285714283,40.12491620161862,-89.14846357611454
6842,USA,Illinois,2021-06-12,1391382,239.0,347.0,40.12491620161862,-89.14846357611454
6843,USA,Illinois,2021-06-13,1391662,280.0,339.2857142857143,40.12491620161862,-89.14846357611454
6844,USA,Illinois,2021-06-14,1391785,123.0,319.14285714285717,40.12491620161862,-89.14846357611454
6845,USA,Illinois,2021-06-15,1392005,220.0,296.7142857142857,40.12491620161862,-89.14846357611454
6846,USA,Illinois,2021-06-16,1392390,385.0,294.14285714285717,40.12491620161862,-89.14846357611454
6847,USA,Illinois,2021-06-17,1392635,245.0,270.57142857142856,40.12491620161862,-89.14846357611454
6848,USA,Illinois,2021-06-18,1392733,98.0,227.14285714285714,40.12491620161862,-89.14846357611454
6849,USA,Illinois,2021-06-19,1392733,0.0,193.0,40.12491620161862,-89.14846357611454
6850,USA,Illinois,2021-06-20,1392733,0.0,153.0,40.12491620161862,-89.14846357611454
6851,USA,Illinois,2021-06-21,1393461,728.0,239.42857142857142,40.12491620161862,-89.14846357611454
6852,USA,Illinois,2021-06-22,1393640,179.0,233.57142857142858,40.12491620161862,-89.14846357611454
6853,USA,Illinois,2021-06-23,1393961,321.0,224.42857142857142,40.12491620161862,-89.14846357611454
6854,USA,Illinois,2021-06-24,1394189,228.0,222.0,40.12491620161862,-89.14846357611454
6855,USA,Illinois,2021-06-25,1394454,265.0,245.85714285714286,40.12491620161862,-89.14846357611454
6856,USA,Illinois,2021-06-26,1394454,0.0,245.85714285714286,40.12491620161862,-89.14846357611454
6857,USA,Illinois,2021-06-27,1394454,0.0,245.85714285714286,40.12491620161862,-89.14846357611454
6858,USA,Illinois,2021-06-28,1395179,725.0,245.42857142857142,40.12491620161862,-89.14846357611454
6859,USA,Illinois,2021-06-29,1395442,263.0,257.42857142857144,40.12491620161862,-89.14846357611454
6860,USA,Illinois,2021-06-30,1395863,421.0,271.7142857142857,40.12491620161862,-89.14846357611454
6861,USA,Illinois,2021-07-01,1396270,407.0,297.2857142857143,40.12491620161862,-89.14846357611454
6862,USA,Indiana,2020-03-06,1,0.0,,39.919421258925084,-86.28188618037487
6863,USA,Indiana,2020-03-07,1,0.0,,39.919421258925084,-86.28188618037487
6864,USA,Indiana,2020-03-08,2,1.0,,39.919421258925084,-86.28188618037487
6865,USA,Indiana,2020-03-09,4,2.0,,39.919421258925084,-86.28188618037487
6866,USA,Indiana,2020-03-10,6,2.0,,39.919421258925084,-86.28188618037487
6867,USA,Indiana,2020-03-11,11,5.0,,39.919421258925084,-86.28188618037487
6868,USA,Indiana,2020-03-12,12,1.0,1.5714285714285714,39.919421258925084,-86.28188618037487
6869,USA,Indiana,2020-03-13,12,0.0,1.5714285714285714,39.919421258925084,-86.28188618037487
6870,USA,Indiana,2020-03-14,15,3.0,2.0,39.919421258925084,-86.28188618037487
6871,USA,Indiana,2020-03-15,19,4.0,2.4285714285714284,39.919421258925084,-86.28188618037487
6872,USA,Indiana,2020-03-16,24,5.0,2.857142857142857,39.919421258925084,-86.28188618037487
6873,USA,Indiana,2020-03-17,30,6.0,3.4285714285714284,39.919421258925084,-86.28188618037487
6874,USA,Indiana,2020-03-18,39,9.0,4.0,39.919421258925084,-86.28188618037487
6875,USA,Indiana,2020-03-19,56,17.0,6.285714285714286,39.919421258925084,-86.28188618037487
6876,USA,Indiana,2020-03-20,81,25.0,9.857142857142858,39.919421258925084,-86.28188618037487
6877,USA,Indiana,2020-03-21,128,47.0,16.142857142857142,39.919421258925084,-86.28188618037487
6878,USA,Indiana,2020-03-22,204,76.0,26.428571428571427,39.919421258925084,-86.28188618037487
6879,USA,Indiana,2020-03-23,264,60.0,34.285714285714285,39.919421258925084,-86.28188618037487
6880,USA,Indiana,2020-03-24,371,107.0,48.714285714285715,39.919421258925084,-86.28188618037487
6881,USA,Indiana,2020-03-25,484,113.0,63.57142857142857,39.919421258925084,-86.28188618037487
6882,USA,Indiana,2020-03-26,661,177.0,86.42857142857143,39.919421258925084,-86.28188618037487
6883,USA,Indiana,2020-03-27,992,331.0,130.14285714285714,39.919421258925084,-86.28188618037487
6884,USA,Indiana,2020-03-28,1239,247.0,158.71428571428572,39.919421258925084,-86.28188618037487
6885,USA,Indiana,2020-03-29,1522,283.0,188.28571428571428,39.919421258925084,-86.28188618037487
6886,USA,Indiana,2020-03-30,1797,275.0,219.0,39.919421258925084,-86.28188618037487
6887,USA,Indiana,2020-03-31,2177,380.0,258.0,39.919421258925084,-86.28188618037487
6888,USA,Indiana,2020-04-01,2578,401.0,299.14285714285717,39.919421258925084,-86.28188618037487
6889,USA,Indiana,2020-04-02,3056,478.0,342.14285714285717,39.919421258925084,-86.28188618037487
6890,USA,Indiana,2020-04-03,3455,399.0,351.85714285714283,39.919421258925084,-86.28188618037487
6891,USA,Indiana,2020-04-04,3975,520.0,390.85714285714283,39.919421258925084,-86.28188618037487
6892,USA,Indiana,2020-04-05,4437,462.0,416.42857142857144,39.919421258925084,-86.28188618037487
6893,USA,Indiana,2020-04-06,4986,549.0,455.57142857142856,39.919421258925084,-86.28188618037487
6894,USA,Indiana,2020-04-07,5544,558.0,481.0,39.919421258925084,-86.28188618037487
6895,USA,Indiana,2020-04-08,5986,442.0,486.85714285714283,39.919421258925084,-86.28188618037487
6896,USA,Indiana,2020-04-09,6400,414.0,477.7142857142857,39.919421258925084,-86.28188618037487
6897,USA,Indiana,2020-04-10,6960,560.0,500.7142857142857,39.919421258925084,-86.28188618037487
6898,USA,Indiana,2020-04-11,7494,534.0,502.7142857142857,39.919421258925084,-86.28188618037487
6899,USA,Indiana,2020-04-12,7990,496.0,507.57142857142856,39.919421258925084,-86.28188618037487
6900,USA,Indiana,2020-04-13,8300,310.0,473.42857142857144,39.919421258925084,-86.28188618037487
6901,USA,Indiana,2020-04-14,8598,298.0,436.2857142857143,39.919421258925084,-86.28188618037487
6902,USA,Indiana,2020-04-15,9030,432.0,434.85714285714283,39.919421258925084,-86.28188618037487
6903,USA,Indiana,2020-04-16,9619,589.0,459.85714285714283,39.919421258925084,-86.28188618037487
6904,USA,Indiana,2020-04-17,10235,616.0,467.85714285714283,39.919421258925084,-86.28188618037487
6905,USA,Indiana,2020-04-18,10730,495.0,462.2857142857143,39.919421258925084,-86.28188618037487
6906,USA,Indiana,2020-04-19,11301,571.0,473.0,39.919421258925084,-86.28188618037487
6907,USA,Indiana,2020-04-20,11784,483.0,497.7142857142857,39.919421258925084,-86.28188618037487
6908,USA,Indiana,2020-04-21,12214,430.0,516.5714285714286,39.919421258925084,-86.28188618037487
6909,USA,Indiana,2020-04-22,12575,361.0,506.42857142857144,39.919421258925084,-86.28188618037487
6910,USA,Indiana,2020-04-23,13196,621.0,511.0,39.919421258925084,-86.28188618037487
6911,USA,Indiana,2020-04-24,13848,652.0,516.1428571428571,39.919421258925084,-86.28188618037487
6912,USA,Indiana,2020-04-25,14567,719.0,548.1428571428571,39.919421258925084,-86.28188618037487
6913,USA,Indiana,2020-04-26,15187,620.0,555.1428571428571,39.919421258925084,-86.28188618037487
6914,USA,Indiana,2020-04-27,16137,950.0,621.8571428571429,39.919421258925084,-86.28188618037487
