,countrycode,adm_area_1,date,confirmed,new_per_day,new_per_day_smooth,latitude,longitude
6915,USA,Indiana,2020-04-28,16783,646.0,652.7142857142857,39.919421258925084,-86.28188618037487
6916,USA,Indiana,2020-04-29,17409,626.0,690.5714285714286,39.919421258925084,-86.28188618037487
6917,USA,Indiana,2020-04-30,18099,690.0,700.4285714285714,39.919421258925084,-86.28188618037487
6918,USA,Indiana,2020-05-01,18941,842.0,727.5714285714286,39.919421258925084,-86.28188618037487
6919,USA,Indiana,2020-05-02,19629,688.0,723.1428571428571,39.919421258925084,-86.28188618037487
6920,USA,Indiana,2020-05-03,20267,638.0,725.7142857142857,39.919421258925084,-86.28188618037487
6921,USA,Indiana,2020-05-04,20855,588.0,674.0,39.919421258925084,-86.28188618037487
6922,USA,Indiana,2020-05-05,21423,568.0,662.8571428571429,39.919421258925084,-86.28188618037487
6923,USA,Indiana,2020-05-06,22286,863.0,696.7142857142857,39.919421258925084,-86.28188618037487
6924,USA,Indiana,2020-05-07,22942,656.0,691.8571428571429,39.919421258925084,-86.28188618037487
6925,USA,Indiana,2020-05-08,23620,678.0,668.4285714285714,39.919421258925084,-86.28188618037487
6926,USA,Indiana,2020-05-09,24239,619.0,658.5714285714286,39.919421258925084,-86.28188618037487
6927,USA,Indiana,2020-05-10,24633,394.0,623.7142857142857,39.919421258925084,-86.28188618037487
6928,USA,Indiana,2020-05-11,25134,501.0,611.2857142857143,39.919421258925084,-86.28188618037487
6929,USA,Indiana,2020-05-12,25676,542.0,607.5714285714286,39.919421258925084,-86.28188618037487
6930,USA,Indiana,2020-05-13,26044,368.0,536.8571428571429,39.919421258925084,-86.28188618037487
6931,USA,Indiana,2020-05-14,26627,583.0,526.4285714285714,39.919421258925084,-86.28188618037487
6932,USA,Indiana,2020-05-15,27281,654.0,523.0,39.919421258925084,-86.28188618037487
6933,USA,Indiana,2020-05-16,27919,638.0,525.7142857142857,39.919421258925084,-86.28188618037487
6934,USA,Indiana,2020-05-17,28419,500.0,540.8571428571429,39.919421258925084,-86.28188618037487
6935,USA,Indiana,2020-05-18,28897,478.0,537.5714285714286,39.919421258925084,-86.28188618037487
6936,USA,Indiana,2020-05-19,29402,505.0,532.2857142857143,39.919421258925084,-86.28188618037487
6937,USA,Indiana,2020-05-20,29986,584.0,563.1428571428571,39.919421258925084,-86.28188618037487
6938,USA,Indiana,2020-05-21,30673,687.0,578.0,39.919421258925084,-86.28188618037487
6939,USA,Indiana,2020-05-22,31165,492.0,554.8571428571429,39.919421258925084,-86.28188618037487
6940,USA,Indiana,2020-05-23,31674,509.0,536.4285714285714,39.919421258925084,-86.28188618037487
6941,USA,Indiana,2020-05-24,32151,477.0,533.1428571428571,39.919421258925084,-86.28188618037487
6942,USA,Indiana,2020-05-25,32489,338.0,513.1428571428571,39.919421258925084,-86.28188618037487
6943,USA,Indiana,2020-05-26,32856,367.0,493.42857142857144,39.919421258925084,-86.28188618037487
6944,USA,Indiana,2020-05-27,33242,386.0,465.14285714285717,39.919421258925084,-86.28188618037487
6945,USA,Indiana,2020-05-28,33885,643.0,458.85714285714283,39.919421258925084,-86.28188618037487
6946,USA,Indiana,2020-05-29,34399,514.0,462.0,39.919421258925084,-86.28188618037487
6947,USA,Indiana,2020-05-30,35064,665.0,484.2857142857143,39.919421258925084,-86.28188618037487
6948,USA,Indiana,2020-05-31,35429,365.0,468.2857142857143,39.919421258925084,-86.28188618037487
6949,USA,Indiana,2020-06-01,35684,255.0,456.42857142857144,39.919421258925084,-86.28188618037487
6950,USA,Indiana,2020-06-02,36129,445.0,467.57142857142856,39.919421258925084,-86.28188618037487
6951,USA,Indiana,2020-06-03,36609,480.0,481.0,39.919421258925084,-86.28188618037487
6952,USA,Indiana,2020-06-04,37005,396.0,445.7142857142857,39.919421258925084,-86.28188618037487
6953,USA,Indiana,2020-06-05,37499,494.0,442.85714285714283,39.919421258925084,-86.28188618037487
6954,USA,Indiana,2020-06-06,37928,429.0,409.14285714285717,39.919421258925084,-86.28188618037487
6955,USA,Indiana,2020-06-07,38328,400.0,414.14285714285717,39.919421258925084,-86.28188618037487
6956,USA,Indiana,2020-06-08,38553,225.0,409.85714285714283,39.919421258925084,-86.28188618037487
6957,USA,Indiana,2020-06-09,38985,432.0,408.0,39.919421258925084,-86.28188618037487
6958,USA,Indiana,2020-06-10,39297,312.0,384.0,39.919421258925084,-86.28188618037487
6959,USA,Indiana,2020-06-11,39714,417.0,387.0,39.919421258925084,-86.28188618037487
6960,USA,Indiana,2020-06-12,40114,400.0,373.57142857142856,39.919421258925084,-86.28188618037487
6961,USA,Indiana,2020-06-13,40535,421.0,372.42857142857144,39.919421258925084,-86.28188618037487
6962,USA,Indiana,2020-06-14,40901,366.0,367.57142857142856,39.919421258925084,-86.28188618037487
6963,USA,Indiana,2020-06-15,41422,521.0,409.85714285714283,39.919421258925084,-86.28188618037487
6964,USA,Indiana,2020-06-16,41780,358.0,399.2857142857143,39.919421258925084,-86.28188618037487
6965,USA,Indiana,2020-06-17,42036,256.0,391.2857142857143,39.919421258925084,-86.28188618037487
6966,USA,Indiana,2020-06-18,42480,444.0,395.14285714285717,39.919421258925084,-86.28188618037487
6967,USA,Indiana,2020-06-19,42801,321.0,383.85714285714283,39.919421258925084,-86.28188618037487
6968,USA,Indiana,2020-06-20,43135,334.0,371.42857142857144,39.919421258925084,-86.28188618037487
6969,USA,Indiana,2020-06-21,43496,361.0,370.7142857142857,39.919421258925084,-86.28188618037487
6970,USA,Indiana,2020-06-22,43709,213.0,326.7142857142857,39.919421258925084,-86.28188618037487
6971,USA,Indiana,2020-06-23,43967,258.0,312.42857142857144,39.919421258925084,-86.28188618037487
6972,USA,Indiana,2020-06-24,44260,293.0,317.7142857142857,39.919421258925084,-86.28188618037487
6973,USA,Indiana,2020-06-25,44779,519.0,328.42857142857144,39.919421258925084,-86.28188618037487
6974,USA,Indiana,2020-06-26,45269,490.0,352.57142857142856,39.919421258925084,-86.28188618037487
6975,USA,Indiana,2020-06-27,45707,438.0,367.42857142857144,39.919421258925084,-86.28188618037487
6976,USA,Indiana,2020-06-28,46071,364.0,367.85714285714283,39.919421258925084,-86.28188618037487
6977,USA,Indiana,2020-06-29,46370,299.0,380.14285714285717,39.919421258925084,-86.28188618037487
6978,USA,Indiana,2020-06-30,46740,370.0,396.14285714285717,39.919421258925084,-86.28188618037487
6979,USA,Indiana,2020-07-01,47116,376.0,408.0,39.919421258925084,-86.28188618037487
6980,USA,Indiana,2020-07-02,47553,437.0,396.2857142857143,39.919421258925084,-86.28188618037487
6981,USA,Indiana,2020-07-03,48099,546.0,404.2857142857143,39.919421258925084,-86.28188618037487
6982,USA,Indiana,2020-07-04,48628,529.0,417.2857142857143,39.919421258925084,-86.28188618037487
6983,USA,Indiana,2020-07-05,49203,575.0,447.42857142857144,39.919421258925084,-86.28188618037487
6984,USA,Indiana,2020-07-06,49560,357.0,455.7142857142857,39.919421258925084,-86.28188618037487
6985,USA,Indiana,2020-07-07,49859,299.0,445.57142857142856,39.919421258925084,-86.28188618037487
6986,USA,Indiana,2020-07-08,50309,450.0,456.14285714285717,39.919421258925084,-86.28188618037487
6987,USA,Indiana,2020-07-09,50829,520.0,468.0,39.919421258925084,-86.28188618037487
6988,USA,Indiana,2020-07-10,51567,738.0,495.42857142857144,39.919421258925084,-86.28188618037487
6989,USA,Indiana,2020-07-11,52358,791.0,532.8571428571429,39.919421258925084,-86.28188618037487
6990,USA,Indiana,2020-07-12,52892,534.0,527.0,39.919421258925084,-86.28188618037487
6991,USA,Indiana,2020-07-13,53327,435.0,538.1428571428571,39.919421258925084,-86.28188618037487
6992,USA,Indiana,2020-07-14,54001,674.0,591.7142857142857,39.919421258925084,-86.28188618037487
6993,USA,Indiana,2020-07-15,54698,697.0,627.0,39.919421258925084,-86.28188618037487
6994,USA,Indiana,2020-07-16,55413,715.0,654.8571428571429,39.919421258925084,-86.28188618037487
6995,USA,Indiana,2020-07-17,56160,747.0,656.1428571428571,39.919421258925084,-86.28188618037487
6996,USA,Indiana,2020-07-18,57045,885.0,669.5714285714286,39.919421258925084,-86.28188618037487
6997,USA,Indiana,2020-07-19,57965,920.0,724.7142857142857,39.919421258925084,-86.28188618037487
6998,USA,Indiana,2020-07-20,58607,642.0,754.2857142857143,39.919421258925084,-86.28188618037487
6999,USA,Indiana,2020-07-21,59344,737.0,763.2857142857143,39.919421258925084,-86.28188618037487
7000,USA,Indiana,2020-07-22,60126,782.0,775.4285714285714,39.919421258925084,-86.28188618037487
7001,USA,Indiana,2020-07-23,61079,953.0,809.4285714285714,39.919421258925084,-86.28188618037487
7002,USA,Indiana,2020-07-24,62081,1002.0,845.8571428571429,39.919421258925084,-86.28188618037487
7003,USA,Indiana,2020-07-25,63030,949.0,855.0,39.919421258925084,-86.28188618037487
7004,USA,Indiana,2020-07-26,63881,851.0,845.1428571428571,39.919421258925084,-86.28188618037487
7005,USA,Indiana,2020-07-27,64417,536.0,830.0,39.919421258925084,-86.28188618037487
7006,USA,Indiana,2020-07-28,65258,841.0,844.8571428571429,39.919421258925084,-86.28188618037487
7007,USA,Indiana,2020-07-29,65918,660.0,827.4285714285714,39.919421258925084,-86.28188618037487
7008,USA,Indiana,2020-07-30,66883,965.0,829.1428571428571,39.919421258925084,-86.28188618037487
7009,USA,Indiana,2020-07-31,67800,917.0,817.0,39.919421258925084,-86.28188618037487
7010,USA,Indiana,2020-08-01,68773,973.0,820.4285714285714,39.919421258925084,-86.28188618037487
7011,USA,Indiana,2020-08-02,69531,758.0,807.1428571428571,39.919421258925084,-86.28188618037487
7012,USA,Indiana,2020-08-03,70111,580.0,813.4285714285714,39.919421258925084,-86.28188618037487
7013,USA,Indiana,2020-08-04,70944,833.0,812.2857142857143,39.919421258925084,-86.28188618037487
7014,USA,Indiana,2020-08-05,71685,741.0,823.8571428571429,39.919421258925084,-86.28188618037487
7015,USA,Indiana,2020-08-06,72741,1056.0,836.8571428571429,39.919421258925084,-86.28188618037487
7016,USA,Indiana,2020-08-07,73986,1245.0,883.7142857142857,39.919421258925084,-86.28188618037487
7017,USA,Indiana,2020-08-08,75025,1039.0,893.1428571428571,39.919421258925084,-86.28188618037487
7018,USA,Indiana,2020-08-09,76071,1046.0,934.2857142857143,39.919421258925084,-86.28188618037487
7019,USA,Indiana,2020-08-10,76734,663.0,946.1428571428571,39.919421258925084,-86.28188618037487
7020,USA,Indiana,2020-08-11,77625,891.0,954.4285714285714,39.919421258925084,-86.28188618037487
7021,USA,Indiana,2020-08-12,78337,712.0,950.2857142857143,39.919421258925084,-86.28188618037487
7022,USA,Indiana,2020-08-13,79404,1067.0,951.8571428571429,39.919421258925084,-86.28188618037487
7023,USA,Indiana,2020-08-14,80507,1103.0,931.5714285714286,39.919421258925084,-86.28188618037487
7024,USA,Indiana,2020-08-15,81561,1054.0,933.7142857142857,39.919421258925084,-86.28188618037487
7025,USA,Indiana,2020-08-16,82304,743.0,890.4285714285714,39.919421258925084,-86.28188618037487
7026,USA,Indiana,2020-08-17,82909,605.0,882.1428571428571,39.919421258925084,-86.28188618037487
7027,USA,Indiana,2020-08-18,83799,890.0,882.0,39.919421258925084,-86.28188618037487
7028,USA,Indiana,2020-08-19,84308,509.0,853.0,39.919421258925084,-86.28188618037487
7029,USA,Indiana,2020-08-20,85257,949.0,836.1428571428571,39.919421258925084,-86.28188618037487
7030,USA,Indiana,2020-08-21,86312,1055.0,829.2857142857143,39.919421258925084,-86.28188618037487
7031,USA,Indiana,2020-08-22,87325,1013.0,823.4285714285714,39.919421258925084,-86.28188618037487
7032,USA,Indiana,2020-08-23,87942,617.0,805.4285714285714,39.919421258925084,-86.28188618037487
7033,USA,Indiana,2020-08-24,89602,1660.0,956.1428571428571,39.919421258925084,-86.28188618037487
7034,USA,Indiana,2020-08-25,90460,858.0,951.5714285714286,39.919421258925084,-86.28188618037487
7035,USA,Indiana,2020-08-26,91403,943.0,1013.5714285714286,39.919421258925084,-86.28188618037487
7036,USA,Indiana,2020-08-27,92566,1163.0,1044.142857142857,39.919421258925084,-86.28188618037487
7037,USA,Indiana,2020-08-28,93387,821.0,1010.7142857142857,39.919421258925084,-86.28188618037487
7038,USA,Indiana,2020-08-29,94512,1125.0,1026.7142857142858,39.919421258925084,-86.28188618037487
7039,USA,Indiana,2020-08-30,95394,882.0,1064.5714285714287,39.919421258925084,-86.28188618037487
7040,USA,Indiana,2020-08-31,96277,883.0,953.5714285714286,39.919421258925084,-86.28188618037487
7041,USA,Indiana,2020-09-01,96988,711.0,932.5714285714286,39.919421258925084,-86.28188618037487
7042,USA,Indiana,2020-09-02,97853,865.0,921.4285714285714,39.919421258925084,-86.28188618037487
7043,USA,Indiana,2020-09-03,98971,1118.0,915.0,39.919421258925084,-86.28188618037487
7044,USA,Indiana,2020-09-04,100011,1040.0,946.2857142857143,39.919421258925084,-86.28188618037487
7045,USA,Indiana,2020-09-05,101094,1083.0,940.2857142857143,39.919421258925084,-86.28188618037487
7046,USA,Indiana,2020-09-06,101937,843.0,934.7142857142857,39.919421258925084,-86.28188618037487
7047,USA,Indiana,2020-09-07,102527,590.0,892.8571428571429,39.919421258925084,-86.28188618037487
7048,USA,Indiana,2020-09-08,102917,390.0,847.0,39.919421258925084,-86.28188618037487
7049,USA,Indiana,2020-09-09,103641,724.0,826.8571428571429,39.919421258925084,-86.28188618037487
7050,USA,Indiana,2020-09-10,104429,788.0,779.7142857142857,39.919421258925084,-86.28188618037487
7051,USA,Indiana,2020-09-11,105703,1274.0,813.1428571428571,39.919421258925084,-86.28188618037487
7052,USA,Indiana,2020-09-12,106777,1074.0,811.8571428571429,39.919421258925084,-86.28188618037487
7053,USA,Indiana,2020-09-13,108020,1243.0,869.0,39.919421258925084,-86.28188618037487
7054,USA,Indiana,2020-09-14,108755,735.0,889.7142857142857,39.919421258925084,-86.28188618037487
7055,USA,Indiana,2020-09-15,109445,690.0,932.5714285714286,39.919421258925084,-86.28188618037487
7056,USA,Indiana,2020-09-16,110025,580.0,912.0,39.919421258925084,-86.28188618037487
7057,USA,Indiana,2020-09-17,110863,838.0,919.1428571428571,39.919421258925084,-86.28188618037487
7058,USA,Indiana,2020-09-18,111900,1037.0,885.2857142857143,39.919421258925084,-86.28188618037487
7059,USA,Indiana,2020-09-19,112982,1082.0,886.4285714285714,39.919421258925084,-86.28188618037487
7060,USA,Indiana,2020-09-20,113728,746.0,815.4285714285714,39.919421258925084,-86.28188618037487
7061,USA,Indiana,2020-09-21,114251,523.0,785.1428571428571,39.919421258925084,-86.28188618037487
7062,USA,Indiana,2020-09-22,114864,613.0,774.1428571428571,39.919421258925084,-86.28188618037487
7063,USA,Indiana,2020-09-23,115578,714.0,793.2857142857143,39.919421258925084,-86.28188618037487
7064,USA,Indiana,2020-09-24,116481,903.0,802.5714285714286,39.919421258925084,-86.28188618037487
7065,USA,Indiana,2020-09-25,117656,1175.0,822.2857142857143,39.919421258925084,-86.28188618037487
7066,USA,Indiana,2020-09-26,118819,1163.0,833.8571428571429,39.919421258925084,-86.28188618037487
7067,USA,Indiana,2020-09-27,119721,902.0,856.1428571428571,39.919421258925084,-86.28188618037487
7068,USA,Indiana,2020-09-28,120581,860.0,904.2857142857143,39.919421258925084,-86.28188618037487
7069,USA,Indiana,2020-09-29,121327,746.0,923.2857142857143,39.919421258925084,-86.28188618037487
7070,USA,Indiana,2020-09-30,122295,968.0,959.5714285714286,39.919421258925084,-86.28188618037487
7071,USA,Indiana,2020-10-01,123459,1164.0,996.8571428571429,39.919421258925084,-86.28188618037487
7072,USA,Indiana,2020-10-02,124959,1500.0,1043.2857142857142,39.919421258925084,-86.28188618037487
7073,USA,Indiana,2020-10-03,126414,1455.0,1085.0,39.919421258925084,-86.28188618037487
7074,USA,Indiana,2020-10-04,127501,1087.0,1111.4285714285713,39.919421258925084,-86.28188618037487
7075,USA,Indiana,2020-10-05,128285,784.0,1100.5714285714287,39.919421258925084,-86.28188618037487
7076,USA,Indiana,2020-10-06,129281,996.0,1136.2857142857142,39.919421258925084,-86.28188618037487
7077,USA,Indiana,2020-10-07,130569,1288.0,1182.0,39.919421258925084,-86.28188618037487
7078,USA,Indiana,2020-10-08,132030,1461.0,1224.4285714285713,39.919421258925084,-86.28188618037487
7079,USA,Indiana,2020-10-09,133864,1834.0,1272.142857142857,39.919421258925084,-86.28188618037487
7080,USA,Indiana,2020-10-10,135789,1925.0,1339.2857142857142,39.919421258925084,-86.28188618037487
7081,USA,Indiana,2020-10-11,137359,1570.0,1408.2857142857142,39.919421258925084,-86.28188618037487
7082,USA,Indiana,2020-10-12,138933,1574.0,1521.142857142857,39.919421258925084,-86.28188618037487
7083,USA,Indiana,2020-10-13,140505,1572.0,1603.4285714285713,39.919421258925084,-86.28188618037487
7084,USA,Indiana,2020-10-14,141670,1165.0,1585.857142857143,39.919421258925084,-86.28188618037487
7085,USA,Indiana,2020-10-15,143617,1947.0,1655.2857142857142,39.919421258925084,-86.28188618037487
7086,USA,Indiana,2020-10-16,145915,2298.0,1721.5714285714287,39.919421258925084,-86.28188618037487
7087,USA,Indiana,2020-10-17,148400,2485.0,1801.5714285714287,39.919421258925084,-86.28188618037487
7088,USA,Indiana,2020-10-18,150005,1605.0,1806.5714285714287,39.919421258925084,-86.28188618037487
7089,USA,Indiana,2020-10-19,151588,1583.0,1807.857142857143,39.919421258925084,-86.28188618037487
7090,USA,Indiana,2020-10-20,153088,1500.0,1797.5714285714287,39.919421258925084,-86.28188618037487
7091,USA,Indiana,2020-10-21,154822,1734.0,1878.857142857143,39.919421258925084,-86.28188618037487
7092,USA,Indiana,2020-10-22,157678,2856.0,2008.7142857142858,39.919421258925084,-86.28188618037487
7093,USA,Indiana,2020-10-23,160145,2467.0,2032.857142857143,39.919421258925084,-86.28188618037487
7094,USA,Indiana,2020-10-24,162886,2741.0,2069.4285714285716,39.919421258925084,-86.28188618037487
7095,USA,Indiana,2020-10-25,165038,2152.0,2147.5714285714284,39.919421258925084,-86.28188618037487
7096,USA,Indiana,2020-10-26,167010,1972.0,2203.1428571428573,39.919421258925084,-86.28188618037487
7097,USA,Indiana,2020-10-27,168996,1986.0,2272.5714285714284,39.919421258925084,-86.28188618037487
7098,USA,Indiana,2020-10-28,171566,2570.0,2392.0,39.919421258925084,-86.28188618037487
7099,USA,Indiana,2020-10-29,175190,3624.0,2501.714285714286,39.919421258925084,-86.28188618037487
7100,USA,Indiana,2020-10-30,178372,3182.0,2603.8571428571427,39.919421258925084,-86.28188618037487
7101,USA,Indiana,2020-10-31,181837,3465.0,2707.285714285714,39.919421258925084,-86.28188618037487
7102,USA,Indiana,2020-11-01,184589,2752.0,2793.0,39.919421258925084,-86.28188618037487
7103,USA,Indiana,2020-11-02,187665,3076.0,2950.714285714286,39.919421258925084,-86.28188618037487
7104,USA,Indiana,2020-11-03,190555,2890.0,3079.8571428571427,39.919421258925084,-86.28188618037487
7105,USA,Indiana,2020-11-04,194261,3706.0,3242.1428571428573,39.919421258925084,-86.28188618037487
7106,USA,Indiana,2020-11-05,198684,4423.0,3356.285714285714,39.919421258925084,-86.28188618037487
7107,USA,Indiana,2020-11-06,203332,4648.0,3565.714285714286,39.919421258925084,-86.28188618037487
7108,USA,Indiana,2020-11-07,208243,4911.0,3772.285714285714,39.919421258925084,-86.28188618037487
7109,USA,Indiana,2020-11-08,212895,4652.0,4043.714285714286,39.919421258925084,-86.28188618037487
7110,USA,Indiana,2020-11-09,217028,4133.0,4194.714285714285,39.919421258925084,-86.28188618037487
7111,USA,Indiana,2020-11-10,221894,4866.0,4477.0,39.919421258925084,-86.28188618037487
